Site Number,Date,DERAP Version,Basin,HGM Class,HGM Sub-class,LLWW,Stream Order,Classification,Purpose,Watershed,Sub-watershed,AA size and Shape,AA moved?,Forest Age >50 years,Hfor50,Hfor30,Hfor15,Hfor2-1,Harvesting w/in 50yrs,Hfor50-2,Hfor30-2,Hfor15-2,Hfor2-2,Hforcc,Hnorecov,Hfor10,Hcc10,Hcc50,Hcc100,Hforsc,Harvest > 50% recovered,Harvest > 50% recovering,Harvest > 50% recent,Harvest > 50% clear no recov,% AA forested,BAF (10),Hpine,Hchem,Hmow,Hfarm,Hgraz,Hinv1,Hinv5,Hinv50,Hinv100,Hinvless,Hinvdom,Hherb,Hburn,Hgarb,Hnutapp (a),Hnutapp (b),Halgae,Hnis100,Hnis50,Htrail-2,Htrail,Hrdlog,Hroad or Hrdgrav,Hpave or Hrdpav,Wditchs,Wditchm,Wditchx,Wditchfloodplain,Wchannm,Wchan1,Wchan2,Wchan1-2,Wchan2-2,Wincision,Wdamdec,Wimp10,Wimp75,Wimp100,% site perm flood,% site inundated,Wstorm,Wpoint,Wsedchan,Wsed or Wsedwet,Wfill10,Wfill75,Wfill100,Wmic10,Wmic75,Wmic100,Wsubsid,Road-impeding flow,Road-not impeding flow,Wtidres,Sed dep,Soil change < 10%,Soil change 10-75%,Soil change >75%,Eroding banks/slopes,Nutrients-ag,Nutrients-sew,Nutrients-fert,Ldevcom,Ldevres3,Ldevres2,Ldevres1,Ldevres1-2,Lsew,Lsept,Ltrail,Lrdgrav,Lrd2pav,Lrd4pav,Stormdrain,Llndfil,Direct runoff/erosion,Lchan,Lagrow,Lagorch,Lag,Lagpoul,Lfor,Ldock,Lmoor,Hydro-sev,Hydro-mod,Hydro-sl,Lgolf,Lmow,Lmine,QCR,QDR,Total Score
APPO3367,08/12/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLIS,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,true,,,,,75,60,false,false,true,false,false,false,false,true,false,,,false,,,,,false,false,false,,true,,false,false,false,true,false,,false,false,false,,,false,false,true,false,false,25-Jan,51-75,false,false,,false,false,true,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,false,,,false,false,true,,,,,,false,false,false,,6,51
APPO3368,07/23/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLOUhw,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,true,,,,,70,,false,false,true,true,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,true,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,true,,,true,false,true,,,,,,false,true,false,,6,54
APPO3370,08/06/2015,6,Delaware Bay,Riverine,Riv- Lower Per,LS1BATHhw,2,Natural,Assessment,Appoquinimink River,Appoquinimink River,45x100m rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,70,80,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,true,false,,4,68
APPO3372,06/03/2015,6,Delaware Bay,Riverine,Riv- Upper Per,LS1FLTHhw,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,85,70,false,false,true,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,true,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,false,false,false,,,,,,false,true,false,,4,35
APPO3373,06/17/2015,6,Delaware Bay,Depression,Dep-Mineral,TEBApdIS,,Enhancement,Assessment,Appoquinimink River,Blackbird Creek,40m circle,false,false,false,true,false,false,false,,,,,,false,,false,false,false,false,,,,,10,10,false,false,true,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,false,true,,false,,false,,,false,false,false,,,,,,false,true,false,,5,37
APPO3374,08/03/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLOUhw,,Natural,Assessment,Appoquinimink River,Appoquinimink River,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,95,120,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,1,95
0426r,06/15/2006,3,Inland Bays,Riverine,,,,,Assessment,Indian River,Indian River,,true,,,,,,false,true,false,false,false,false,false,false,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,true,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,,false,,false,false,false,,false,false,false,false,,,,false,false,false,1,,19
APPO3375,07/28/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLIS,,Natural,Assessment,Appoquinimink River,Appoqunimick River,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,100,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,26-50,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,79
APPO3376,05/28/2015,6,Delaware Bay,Depression,Dep-Organic,TEBAOUhw,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,40,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,false,false,true,,,,,,false,false,false,,2,70
APPO3377,07/09/2015,6,Delaware Bay,Flat,Flat-mineral,TEBAIS,,Natural,Assessment,Appoquinimink River,Appoquinimink River,40m circle,false,false,false,false,false,true,false,,,,,,false,,false,false,false,false,,,,,1,0,false,false,false,true,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,true,,false,false,false,,,false,true,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,true,false,,6,33
APPO3378,08/03/2015,6,Delaware Bay,Riverine,Riv- Upper Per,LE2FLTHhw,1,Natural,Assessment,Appoquinimink River,Appoquinimink River,20x100m rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,70,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,89
APPO3379,06/16/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLOIhw,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,100,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,26-50,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,82
APPO3380,08/04/2015,6,Delaware Bay,Depression,Dep-Mineral,TEBAOUhw,,Natural,Assessment,Appoquinimink River,Blackbird Creek,55x50m square,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,60,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,true,,,,,,false,false,false,,2,78
APPO3383,08/12/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLIS,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,120,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,80
APPO3384,06/08/2015,6,Delaware Bay,Riverine,Riv- Upper Per,LS1BATHhw,1,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,110,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,3,89
APPO3385,06/04/2015,6,Delaware Bay,Depression,Dep-Organic,TEBAIS,,Natural,Assessment,Appoquinimink River,Blackbird Creek,38x100m Rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,100,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,1,78
APPO3386,07/21/2015,6,Delaware Bay,Depression,Dep-Mineral,TEBAOUhw,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,70,30,false,false,true,false,false,false,false,false,false,,,false,,,,,false,false,false,,true,,false,false,false,false,true,,false,false,false,,,false,false,false,false,false,26-50,51-75,false,true,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,5,41
APPO3387,09/15/2015,6,Delaware Bay,Depression,Dep-Mineral,TEFLOUed,,Natural,Assessment,Appoquinimink River,Blackbird Creek,35X48m oval,true,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,0,>75,false,false,,false,false,false,false,false,false,false,true,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,true,false,false,,,,,,false,false,false,,4,60
APPO3389,08/05/2015,6,Delaware Bay,Riverine,Riv- Upper Per,LS1BATHhw,2,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,60,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,2,89
APPO3391,06/09/2015,6,Delaware Bay,Riverine,Riv- Upper Per,LS1BATHhw,1,Natural,Assessment,Appoquinimink River,Blackbird Creek,23x100m rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,4,84
APPO3392,06/15/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLOUhw,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,false,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,100,false,false,true,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,true,false,,3,67
APPO3393,07/21/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLIS,,Natural,Assessment,Appoquinimink River,Appoquinimink River,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,80,60,false,false,false,true,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,true,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,true,false,false,,,,,,false,true,false,,5,54
APPO3394,06/23/2015,6,Delaware Bay,Depression,Dep-Mineral,TEBAIS,,Natural,Assessment,Appoquinimink River,Blackbird Creek,21x28m oval,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,90,80,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,3,78
APPO3395,06/17/2015,6,Delaware Bay,Depression,Dep-Mineral,TEBAIS,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,60,70,false,false,true,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,true,false,false,false,,false,false,false,,,false,false,false,false,false,>75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,true,false,,true,,false,,,false,false,false,,,,,,false,false,false,,4,47
APPO3396,06/25/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLOUhw,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,true,,,,,95,60,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,83
APPO3397,08/06/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLOUhw,,Natural,Assessment,Appoquinimink River,Appoquinimink River,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,80,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,true,false,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,true,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,4,80
APPO3399,08/06/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLIS,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,true,true,false,false,false,false,false,,,,,,false,,true,false,false,false,,,,,90,,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,true,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,true,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,false,,,false,false,true,,,,,,false,true,false,,5,75
APPO3402,06/17/2015,6,Delaware Bay,Flat,Flat-mineral,TEFLIS,,Natural,Assessment,Appoquinimink River,Blackbird Creek,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,120,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,false,true,,false,,false,,,false,false,false,,,,,,false,false,false,,4,89
APPO3404,07/22/2015,6,Delaware Bay,Riverine,Riv- Upper Per,LS1BATHhw,1,Natural,Assessment,Appoquinimink River,Blackbird Creek,50x100m rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,85,100,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,70
APPO3406,07/09/2015,6,Delaware Bay,Riverine,Riv- Upper Per,LS1BATHhw,1,Natural,Assessment,Appoquinimink River,Appoquinimink River,50x100m rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,90,60,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,true,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,5,81
